yourlist:M20170427AAFB7E4D2F1D05654627429E83DA5CCEB41A64P	isomap:M20170427AAFB7E4D2F1D05654627429E83DA5CCEB41A64P	Entry	Entry name		Protein names	Gene names	Organism	Length
SORBS2		C9JG84	C9JG84_HUMAN	unreviewed	Sorbin and SH3 domain-containing protein 2 (Fragment)	SORBS2	Homo sapiens (Human)	118
SORBS2		C9JI79	C9JI79_HUMAN	unreviewed	Sorbin and SH3 domain-containing protein 2 (Fragment)	SORBS2	Homo sapiens (Human)	70
SORBS2		C9JL62	C9JL62_HUMAN	unreviewed	Sorbin and SH3 domain-containing protein 2 (Fragment)	SORBS2	Homo sapiens (Human)	93
SORBS2		C9JLD6	C9JLD6_HUMAN	unreviewed	Sorbin and SH3 domain-containing protein 2 (Fragment)	SORBS2	Homo sapiens (Human)	15
SORBS2		C9JM25	C9JM25_HUMAN	unreviewed	Sorbin and SH3 domain-containing protein 2 (Fragment)	SORBS2	Homo sapiens (Human)	85
SORBS2		C9JN77	C9JN77_HUMAN	unreviewed	Sorbin and SH3 domain-containing protein 2 (Fragment)	SORBS2	Homo sapiens (Human)	113
SORBS2		C9JWC3	C9JWC3_HUMAN	unreviewed	Sorbin and SH3 domain-containing protein 2 (Fragment)	SORBS2	Homo sapiens (Human)	182
SORBS2		C9JZ60	C9JZ60_HUMAN	unreviewed	Sorbin and SH3 domain-containing protein 2 (Fragment)	SORBS2	Homo sapiens (Human)	87
SORBS2		H7BXR3	H7BXR3_HUMAN	unreviewed	Sorbin and SH3 domain-containing protein 2 (Fragment)	SORBS2	Homo sapiens (Human)	636
SORBS2		H7BZK1	H7BZK1_HUMAN	unreviewed	Sorbin and SH3 domain-containing protein 2 (Fragment)	SORBS2	Homo sapiens (Human)	291
SORBS2		H7BZX1	H7BZX1_HUMAN	unreviewed	Sorbin and SH3 domain-containing protein 2 (Fragment)	SORBS2	Homo sapiens (Human)	253
SORBS2		H7C1R7	H7C1R7_HUMAN	unreviewed	Sorbin and SH3 domain-containing protein 2 (Fragment)	SORBS2	Homo sapiens (Human)	291
SORBS2		O94875	SRBS2_HUMAN	reviewed	Sorbin and SH3 domain-containing protein 2 (Arg-binding protein 2) (ArgBP2) (Arg/Abl-interacting protein 2) (Sorbin)	SORBS2 ARGBP2 KIAA0777	Homo sapiens (Human)	1100
SOS1		C9K0N6	C9K0N6_HUMAN	unreviewed	Son of sevenless homolog 1 (Fragment)	SOS1	Homo sapiens (Human)	102
SOS1		G5E9C8	G5E9C8_HUMAN	unreviewed	Son of sevenless homolog 1 (Son of sevenless homolog 1 (Drosophila), isoform CRA_d)	SOS1 hCG_1641052	Homo sapiens (Human)	1318
SOS1		Q07889	SOS1_HUMAN	reviewed	Son of sevenless homolog 1 (SOS-1)	SOS1	Homo sapiens (Human)	1333
SOS1		Q53SF8	Q53SF8_HUMAN	unreviewed	Putative uncharacterized protein SOS1 (Fragment)	SOS1	Homo sapiens (Human)	1304
SOS1		Q8NIA3	Q8NIA3_HUMAN	unreviewed	Alternate SOS1	SOS1	Homo sapiens (Human)	1105
SOS1		Q9UKX9	Q9UKX9_HUMAN	unreviewed	Putative uncharacterized protein SOS1 (SOS1) (Fragment)	SOS1	Homo sapiens (Human)	29
SPTAN1		A0A024R889	A0A024R889_HUMAN	unreviewed	Spectrin, alpha, non-erythrocytic 1 (Alpha-fodrin), isoform CRA_g	SPTAN1 hCG_41038	Homo sapiens (Human)	2452
SPTAN1		A0A0D9SF54	A0A0D9SF54_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1	SPTAN1	Homo sapiens (Human)	2457
SPTAN1		A0A0D9SFF6	A0A0D9SFF6_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	153
SPTAN1		A0A0D9SFH4	A0A0D9SFH4_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	68
SPTAN1		A0A0D9SGF6	A0A0D9SGF6_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1	SPTAN1	Homo sapiens (Human)	2498
SPTAN1		A0A1B0GTB7	A0A1B0GTB7_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	22
SPTAN1		A0A1B0GTD1	A0A1B0GTD1_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	28
SPTAN1		A0A1B0GUH3	A0A1B0GUH3_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	47
SPTAN1		A0A1B0GUN2	A0A1B0GUN2_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	25
SPTAN1		A0A1B0GV13	A0A1B0GV13_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	103
SPTAN1		A0A1B0GW19	A0A1B0GW19_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	11
SPTAN1		A0A1B0GWE2	A0A1B0GWE2_HUMAN	unreviewed	Spectrin alpha chain, non-erythrocytic 1 (Fragment)	SPTAN1	Homo sapiens (Human)	12
SPTAN1		Q13813	SPTN1_HUMAN	reviewed	Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain) (Spectrin, non-erythroid alpha subunit)	SPTAN1 NEAS SPTA2	Homo sapiens (Human)	2472
SPTAN1		Q14917	Q14917_HUMAN	unreviewed	SPTAN1 protein (Fragment)	SPTAN1	Homo sapiens (Human)	475
SPTBN1		A0A087WUZ3	A0A087WUZ3_HUMAN	unreviewed	Spectrin beta chain	SPTBN1	Homo sapiens (Human)	2366
SPTBN1		B2ZZ89	B2ZZ89_HUMAN	unreviewed	Spectrin beta chain	SPTBN1 HEL102 hCG_17370	Homo sapiens (Human)	2364
SPTBN1		B4DIF8	B4DIF8_HUMAN	unreviewed	Spectrin, beta, non-erythrocytic 1, isoform CRA_c (cDNA FLJ55845, highly similar to Spectrin beta chain, brain 1)	SPTBN1 hCG_17370	Homo sapiens (Human)	354
SPTBN1		D6W5C0	D6W5C0_HUMAN	unreviewed	Spectrin beta chain	SPTBN1 hCG_17370	Homo sapiens (Human)	2278
SPTBN1		F8W6C1	F8W6C1_HUMAN	unreviewed	Spectrin beta chain, non-erythrocytic 1 (Fragment)	SPTBN1	Homo sapiens (Human)	690
SPTBN1		K9MS24	K9MS24_HUMAN	unreviewed	Spectrin beta chain	SPTBN1	Homo sapiens (Human)	2364
SPTBN1		L8ECA0	L8ECA0_HUMAN	unreviewed	Alternative protein SPTBN1	SPTBN1	Homo sapiens (Human)	52
SPTBN1		Q01082	SPTB2_HUMAN	reviewed	Spectrin beta chain, non-erythrocytic 1 (Beta-II spectrin) (Fodrin beta chain) (Spectrin, non-erythroid beta chain 1)	SPTBN1 SPTB2	Homo sapiens (Human)	2364
SPTBN1		Q53RC4	Q53RC4_HUMAN	unreviewed	Putative uncharacterized protein SPTBN1 (Fragment)	SPTBN1	Homo sapiens (Human)	49
SSH2		F5H527	F5H527_HUMAN	unreviewed	Protein phosphatase Slingshot homolog 2	SSH2	Homo sapiens (Human)	1450
SSH2		J3KSP5	J3KSP5_HUMAN	unreviewed	Protein phosphatase Slingshot homolog 2	SSH2	Homo sapiens (Human)	48
SSH2		J3KSQ9	J3KSQ9_HUMAN	unreviewed	Protein phosphatase Slingshot homolog 2	SSH2	Homo sapiens (Human)	112
SSH2		K7EKN7	K7EKN7_HUMAN	unreviewed	Protein phosphatase Slingshot homolog 2 (Fragment)	SSH2	Homo sapiens (Human)	116
SSH2		K7EP00	K7EP00_HUMAN	unreviewed	Protein phosphatase Slingshot homolog 2 (Fragment)	SSH2	Homo sapiens (Human)	120
SSH2		K7EQZ0	K7EQZ0_HUMAN	unreviewed	Protein phosphatase Slingshot homolog 2	SSH2	Homo sapiens (Human)	42
SSH2		L8E929	L8E929_HUMAN	unreviewed	Alternative protein SSH2	SSH2	Homo sapiens (Human)	54
SSH2		Q76I76	SSH2_HUMAN	reviewed	Protein phosphatase Slingshot homolog 2 (EC 3.1.3.16) (EC 3.1.3.48) (SSH-like protein 2) (SSH-2L) (hSSH-2L)	SSH2 KIAA1725 SSH2L	Homo sapiens (Human)	1423
STAU1		A0A087X1A5	A0A087X1A5_HUMAN	unreviewed	Double-stranded RNA-binding protein Staufen homolog 1	STAU1	Homo sapiens (Human)	493
STAU1		F6UDC6	F6UDC6_HUMAN	unreviewed	Double-stranded RNA-binding protein Staufen homolog 1 (Fragment)	STAU1	Homo sapiens (Human)	129
STAU1		O95793	STAU1_HUMAN	reviewed	Double-stranded RNA-binding protein Staufen homolog 1	STAU1 STAU	Homo sapiens (Human)	577
STAU1		Q5JW28	Q5JW28_HUMAN	unreviewed	Double-stranded RNA-binding protein Staufen homolog 1 (Fragment)	STAU1	Homo sapiens (Human)	199
STAU1		Q5JW30	Q5JW30_HUMAN	unreviewed	Double-stranded RNA-binding protein Staufen homolog 1	STAU1	Homo sapiens (Human)	494
STAU1		Q6PJX3	Q6PJX3_HUMAN	unreviewed	STAU1 protein (Fragment)	STAU1	Homo sapiens (Human)	196
STK38L		A0A024RAW5	A0A024RAW5_HUMAN	unreviewed	Serine/threonine kinase 38 like, isoform CRA_b	STK38L hCG_38767	Homo sapiens (Human)	264
STK38L		F5GY51	F5GY51_HUMAN	unreviewed	Serine/threonine-protein kinase 38-like (Fragment)	STK38L	Homo sapiens (Human)	131
STK38L		F5H0V1	F5H0V1_HUMAN	unreviewed	Serine/threonine-protein kinase 38-like	STK38L	Homo sapiens (Human)	64
STK38L		F5H277	F5H277_HUMAN	unreviewed	Serine/threonine-protein kinase 38-like (Fragment)	STK38L	Homo sapiens (Human)	213
STK38L		F5H5E6	F5H5E6_HUMAN	unreviewed	Serine/threonine-protein kinase 38-like	STK38L	Homo sapiens (Human)	56
STK38L		F5H7Z3	F5H7Z3_HUMAN	unreviewed	Serine/threonine-protein kinase 38-like (Fragment)	STK38L	Homo sapiens (Human)	94
STK38L		H0YGN4	H0YGN4_HUMAN	unreviewed	Serine/threonine-protein kinase 38-like (Fragment)	STK38L	Homo sapiens (Human)	87
STK38L		I3L0D0	I3L0D0_HUMAN	unreviewed	Serine/threonine-protein kinase 38-like (Fragment)	STK38L	Homo sapiens (Human)	89
STK38L		Q9Y2H1	ST38L_HUMAN	reviewed	Serine/threonine-protein kinase 38-like (EC 2.7.11.1) (NDR2 protein kinase) (Nuclear Dbf2-related kinase 2)	STK38L KIAA0965 NDR2	Homo sapiens (Human)	464
SUN2		B0QY60	B0QY60_HUMAN	unreviewed	SUN domain-containing protein 2 (Fragment)	SUN2	Homo sapiens (Human)	198
SUN2		B0QY63	B0QY63_HUMAN	unreviewed	SUN domain-containing protein 2 (Fragment)	SUN2	Homo sapiens (Human)	224
SUN2		B0QY64	B0QY64_HUMAN	unreviewed	SUN domain-containing protein 2 (Fragment)	SUN2	Homo sapiens (Human)	228
SUN2		B0QY65	B0QY65_HUMAN	unreviewed	SUN domain-containing protein 2 (Fragment)	SUN2	Homo sapiens (Human)	127
SUN2		B0QY66	B0QY66_HUMAN	unreviewed	SUN domain-containing protein 2 (Fragment)	SUN2	Homo sapiens (Human)	110
SUN2		B0QY67	B0QY67_HUMAN	unreviewed	SUN domain-containing protein 2 (Fragment)	SUN2	Homo sapiens (Human)	144
SUN2		B0QY68	B0QY68_HUMAN	unreviewed	SUN domain-containing protein 2 (Fragment)	SUN2	Homo sapiens (Human)	100
SUN2		B0QY69	B0QY69_HUMAN	unreviewed	SUN domain-containing protein 2 (Fragment)	SUN2	Homo sapiens (Human)	124
SUN2		H0Y686	H0Y686_HUMAN	unreviewed	SUN domain-containing protein 2 (Fragment)	SUN2	Homo sapiens (Human)	143
SUN2		Q9UH99	SUN2_HUMAN	reviewed	SUN domain-containing protein 2 (Protein unc-84 homolog B) (Rab5-interacting protein) (Rab5IP) (Sad1/unc-84 protein-like 2)	SUN2 FRIGG KIAA0668 RAB5IP UNC84B	Homo sapiens (Human)	717
SYNPO		A7MD96	A7MD96_HUMAN	unreviewed	SYNPO protein (Fragment)	SYNPO	Homo sapiens (Human)	887
SYNPO		L8EC77	L8EC77_HUMAN	unreviewed	Alternative protein SYNPO	SYNPO	Homo sapiens (Human)	50
SYNPO		Q8N3V7	SYNPO_HUMAN	reviewed	Synaptopodin	SYNPO KIAA1029	Homo sapiens (Human)	929
TAOK2		A0PJ48	A0PJ48_HUMAN	unreviewed	TAOK2 protein (Fragment)	TAOK2	Homo sapiens (Human)	762
TAOK2		Q6PIN8	Q6PIN8_HUMAN	unreviewed	TAOK2 protein (Fragment)	TAOK2	Homo sapiens (Human)	560
TAOK2		Q86V37	Q86V37_HUMAN	unreviewed	TAOK2 protein (Fragment)	TAOK2	Homo sapiens (Human)	1426
TAOK2		Q9UL54	TAOK2_HUMAN	reviewed	Serine/threonine-protein kinase TAO2 (EC 2.7.11.1) (Kinase from chicken homolog C) (hKFC-C) (Prostate-derived sterile 20-like kinase 1) (PSK-1) (PSK1) (Prostate-derived STE20-like kinase 1) (Thousand and one amino acid protein kinase 2)	TAOK2 KIAA0881 MAP3K17 PSK PSK1 UNQ2971/PRO7431	Homo sapiens (Human)	1235
TBCD		A0A0J9YVR1	A0A0J9YVR1_HUMAN	unreviewed	Tubulin-specific chaperone D (Fragment)	TBCD	Homo sapiens (Human)	504
TBCD		A0A0J9YVU1	A0A0J9YVU1_HUMAN	unreviewed	Tubulin-specific chaperone D (Fragment)	TBCD	Homo sapiens (Human)	92
TBCD		A0A0J9YWI5	A0A0J9YWI5_HUMAN	unreviewed	Tubulin-specific chaperone D (Fragment)	TBCD	Homo sapiens (Human)	466
TBCD		A0A0J9YXU4	A0A0J9YXU4_HUMAN	unreviewed	Tubulin-specific chaperone D (Fragment)	TBCD	Homo sapiens (Human)	260
TBCD		A0A0J9YY08	A0A0J9YY08_HUMAN	unreviewed	Tubulin-specific chaperone D (Fragment)	TBCD	Homo sapiens (Human)	66
TBCD		A0A0J9YYG2	A0A0J9YYG2_HUMAN	unreviewed	Tubulin-specific chaperone D (Fragment)	TBCD	Homo sapiens (Human)	80
TBCD		A0A1J1DRW2	A0A1J1DRW2_HUMAN	unreviewed	Tubulin folding cofactor D (Fragment)	TBCD	Homo sapiens (Human)	91
TBCD		I3L0V3	I3L0V3_HUMAN	unreviewed	Tubulin-specific chaperone D (Fragment)	TBCD	Homo sapiens (Human)	237
TBCD		I3L120	I3L120_HUMAN	unreviewed	Tubulin-specific chaperone D (Fragment)	TBCD	Homo sapiens (Human)	260
TBCD		I3L131	I3L131_HUMAN	unreviewed	Tubulin-specific chaperone D (Fragment)	TBCD	Homo sapiens (Human)	141
TBCD		I3L143	I3L143_HUMAN	unreviewed	Tubulin-specific chaperone D (Fragment)	TBCD	Homo sapiens (Human)	211
TBCD		I3L163	I3L163_HUMAN	unreviewed	Tubulin-specific chaperone D (Fragment)	TBCD	Homo sapiens (Human)	244
TBCD		I3L1L0	I3L1L0_HUMAN	unreviewed	Tubulin-specific chaperone D (Fragment)	TBCD	Homo sapiens (Human)	68
TBCD		I3L1S3	I3L1S3_HUMAN	unreviewed	Tubulin-specific chaperone D (Fragment)	TBCD	Homo sapiens (Human)	117
TBCD		I3L3H4	I3L3H4_HUMAN	unreviewed	Tubulin-specific chaperone D (Fragment)	TBCD	Homo sapiens (Human)	134
TBCD		I3L439	I3L439_HUMAN	unreviewed	Tubulin-specific chaperone D (Fragment)	TBCD	Homo sapiens (Human)	256
TBCD		I3L4D2	I3L4D2_HUMAN	unreviewed	Tubulin-specific chaperone D (Fragment)	TBCD	Homo sapiens (Human)	109
TBCD		I3L500	I3L500_HUMAN	unreviewed	Tubulin-specific chaperone D (Fragment)	TBCD	Homo sapiens (Human)	251
TBCD		I6L959	I6L959_HUMAN	unreviewed	TBCD protein	TBCD	Homo sapiens (Human)	750
TBCD		J3KR97	J3KR97_HUMAN	unreviewed	Tubulin-specific chaperone D	TBCD	Homo sapiens (Human)	1230
TBCD		Q9BTW9	TBCD_HUMAN	reviewed	Tubulin-specific chaperone D (Beta-tubulin cofactor D) (tfcD) (SSD-1) (Tubulin-folding cofactor D)	TBCD KIAA0988 SSD1 TFCD PP1096	Homo sapiens (Human)	1192
TIAM1		A0A1B0GW57	A0A1B0GW57_HUMAN	unreviewed	T-lymphoma invasion and metastasis-inducing protein 1	TIAM1	Homo sapiens (Human)	624
TIAM1		C9JMB5	C9JMB5_HUMAN	unreviewed	T-lymphoma invasion and metastasis-inducing protein 1 (Fragment)	TIAM1	Homo sapiens (Human)	225
TIAM1		H7C079	H7C079_HUMAN	unreviewed	T-lymphoma invasion and metastasis-inducing protein 1 (Fragment)	TIAM1	Homo sapiens (Human)	132
TIAM1		Q13009	TIAM1_HUMAN	reviewed	T-lymphoma invasion and metastasis-inducing protein 1 (TIAM-1)	TIAM1	Homo sapiens (Human)	1591
TLK1		B3KRP1	B3KRP1_HUMAN	unreviewed	Serine/threonine-protein kinase tousled-like 1 (Tousled-like kinase 1, isoform CRA_b) (cDNA FLJ34656 fis, clone KIDNE2018352, highly similar to Serine/threonine-protein kinase tousled-like 1 (EC 2.7.11.1))	TLK1 hCG_15833	Homo sapiens (Human)	413
TLK1		C9JWT6	C9JWT6_HUMAN	unreviewed	Serine/threonine-protein kinase tousled-like 1 (Fragment)	TLK1	Homo sapiens (Human)	162
TLK1		F8W7X8	F8W7X8_HUMAN	unreviewed	Serine/threonine-protein kinase tousled-like 1	TLK1	Homo sapiens (Human)	116
TLK1		Q53TE4	Q53TE4_HUMAN	unreviewed	Putative uncharacterized protein TLK1 (Fragment)	TLK1	Homo sapiens (Human)	376
TLK1		Q53TF9	Q53TF9_HUMAN	unreviewed	Putative uncharacterized protein TLK1 (Fragment)	TLK1	Homo sapiens (Human)	390
TLK1		Q9UKI8	TLK1_HUMAN	reviewed	Serine/threonine-protein kinase tousled-like 1 (EC 2.7.11.1) (PKU-beta) (Tousled-like kinase 1)	TLK1 KIAA0137	Homo sapiens (Human)	766
TOP2A		J3KTB7	J3KTB7_HUMAN	unreviewed	DNA topoisomerase 2 (EC 5.99.1.3) (Fragment)	TOP2A	Homo sapiens (Human)	147
TOP2A		J3QR57	J3QR57_HUMAN	unreviewed	DNA topoisomerase 2-alpha (Fragment)	TOP2A	Homo sapiens (Human)	27
TOP2A		P11388	TOP2A_HUMAN	reviewed	DNA topoisomerase 2-alpha (EC 5.99.1.3) (DNA topoisomerase II, alpha isozyme)	TOP2A TOP2	Homo sapiens (Human)	1531
TPX2		Q643R0	Q643R0_HUMAN	unreviewed	HCTP4 (TPX2, microtubule-associated, homolog (Xenopus laevis), isoform CRA_b) (cDNA, FLJ92922)	HCTP4 TPX2 hCG_38821	Homo sapiens (Human)	747
TPX2		Q96FC3	Q96FC3_HUMAN	unreviewed	TPX2 protein (Fragment)	TPX2	Homo sapiens (Human)	213
TPX2		Q9ULW0	TPX2_HUMAN	reviewed	Targeting protein for Xklp2 (Differentially expressed in cancerous and non-cancerous lung cells 2) (DIL-2) (Hepatocellular carcinoma-associated antigen 519) (Hepatocellular carcinoma-associated antigen 90) (Protein fls353) (Restricted expression proliferation-associated protein 100) (p100)	TPX2 C20orf1 C20orf2 DIL2 HCA519	Homo sapiens (Human)	747
TRIO		A0A087X139	A0A087X139_HUMAN	unreviewed	Triple functional domain protein	TRIO	Homo sapiens (Human)	255
TRIO		D3DTD2	D3DTD2_HUMAN	unreviewed	Triple functional domain (PTPRF interacting), isoform CRA_a	TRIO hCG_36991	Homo sapiens (Human)	2368
TRIO		E7EPJ7	E7EPJ7_HUMAN	unreviewed	Triple functional domain protein (Fragment)	TRIO	Homo sapiens (Human)	2546
TRIO		E7EWP2	E7EWP2_HUMAN	unreviewed	Triple functional domain protein	TRIO	Homo sapiens (Human)	2309
TRIO		F5H228	F5H228_HUMAN	unreviewed	Triple functional domain protein	TRIO	Homo sapiens (Human)	1508
TRIO		O75962	TRIO_HUMAN	reviewed	Triple functional domain protein (EC 2.7.11.1) (PTPRF-interacting protein)	TRIO	Homo sapiens (Human)	3097
TSC1		A7L806	A7L806_HUMAN	unreviewed	Tuberous sclerosis 1 protein (Fragment)	TSC1	Homo sapiens (Human)	20
TSC1		Q0VAM5	Q0VAM5_HUMAN	unreviewed	Tuberous sclerosis 1	TSC1	Homo sapiens (Human)	366
TSC1		Q32NF0	Q32NF0_HUMAN	unreviewed	TSC1 protein (Fragment)	TSC1	Homo sapiens (Human)	477
TSC1		Q59IT9	Q59IT9_HUMAN	unreviewed	Tumor suppressor	TSC1	Homo sapiens (Human)	454
TSC1		Q86WV8	Q86WV8_HUMAN	unreviewed	Hamartin (Tuberous sclerosis 1)	TSC1	Homo sapiens (Human)	366
TSC1		Q92574	TSC1_HUMAN	reviewed	Hamartin (Tuberous sclerosis 1 protein)	TSC1 KIAA0243 TSC	Homo sapiens (Human)	1164
TSC1		Q96RT3	Q96RT3_HUMAN	unreviewed	Tuberous sclerosis 1 (Fragment)	TSC1	Homo sapiens (Human)	17
TSC1		Q96RT4	Q96RT4_HUMAN	unreviewed	Tuberous sclerosis 1 (Fragment)	TSC1	Homo sapiens (Human)	17
TSC1		Q96RT5	Q96RT5_HUMAN	unreviewed	Tuberous sclerosis 1 (Fragment)	TSC1	Homo sapiens (Human)	16
TSC1		X5D9D2	X5D9D2_HUMAN	unreviewed	Tuberous sclerosis 1 isoform A (Fragment)	TSC1	Homo sapiens (Human)	1164
TTK		D6REX1	D6REX1_HUMAN	unreviewed	Dual-specificity protein kinase TTK (Fragment)	TTK	Homo sapiens (Human)	150
TTK		D6RF82	D6RF82_HUMAN	unreviewed	Dual-specificity protein kinase TTK (Fragment)	TTK	Homo sapiens (Human)	139
TTK		D6RFY1	D6RFY1_HUMAN	unreviewed	Dual-specificity protein kinase TTK	TTK	Homo sapiens (Human)	79
TTK		D6RIC6	D6RIC6_HUMAN	unreviewed	Dual-specificity protein kinase TTK (Fragment)	TTK	Homo sapiens (Human)	175
TTK		P33981	TTK_HUMAN	reviewed	Dual specificity protein kinase TTK (EC 2.7.12.1) (Phosphotyrosine picked threonine-protein kinase) (PYT)	TTK MPS1 MPS1L1	Homo sapiens (Human)	857
TUBA4A		C9JDL2	C9JDL2_HUMAN	unreviewed	Tubulin alpha-4A chain (Fragment)	TUBA4A	Homo sapiens (Human)	119
TUBA4A		C9JDS9	C9JDS9_HUMAN	unreviewed	Tubulin alpha-4A chain (Fragment)	TUBA4A	Homo sapiens (Human)	156
TUBA4A		C9JEV8	C9JEV8_HUMAN	unreviewed	Tubulin alpha chain (Fragment)	TUBA4A	Homo sapiens (Human)	153
TUBA4A		C9JJQ8	C9JJQ8_HUMAN	unreviewed	Tubulin alpha chain (Fragment)	TUBA4A	Homo sapiens (Human)	198
TUBA4A		C9JQ00	C9JQ00_HUMAN	unreviewed	Tubulin alpha chain (Fragment)	TUBA4A	Homo sapiens (Human)	180
TUBA4A		P68366	TBA4A_HUMAN	reviewed	Tubulin alpha-4A chain (Alpha-tubulin 1) (Testis-specific alpha-tubulin) (Tubulin H2-alpha) (Tubulin alpha-1 chain)	TUBA4A TUBA1	Homo sapiens (Human)	448
TUBD1		K7EKE2	K7EKE2_HUMAN	unreviewed	Tubulin delta chain (Fragment)	TUBD1	Homo sapiens (Human)	97
TUBD1		K7EMW6	K7EMW6_HUMAN	unreviewed	Tubulin delta chain	TUBD1	Homo sapiens (Human)	41
TUBD1		K7EPQ0	K7EPQ0_HUMAN	unreviewed	Tubulin delta chain (Fragment)	TUBD1	Homo sapiens (Human)	53
TUBD1		K7EQN9	K7EQN9_HUMAN	unreviewed	Tubulin delta chain	TUBD1	Homo sapiens (Human)	125
TUBD1		Q9UJT1	TBD_HUMAN	reviewed	Tubulin delta chain (Delta-tubulin)	TUBD1 TUBD	Homo sapiens (Human)	453
TUBGCP2		B3KTU7	B3KTU7_HUMAN	unreviewed	Gamma-tubulin complex component	TUBGCP2	Homo sapiens (Human)	495
TUBGCP2		F2Z2B9	F2Z2B9_HUMAN	unreviewed	Gamma-tubulin complex component	TUBGCP2	Homo sapiens (Human)	721
TUBGCP2		Q9BSJ2	GCP2_HUMAN	reviewed	Gamma-tubulin complex component 2 (GCP-2) (hGCP2) (Gamma-ring complex protein 103 kDa) (h103p) (hGrip103) (Spindle pole body protein Spc97 homolog) (hSpc97)	TUBGCP2 GCP2	Homo sapiens (Human)	902
TUBGCP2		R4GMM4	R4GMM4_HUMAN	unreviewed	Gamma-tubulin complex component 2	TUBGCP2	Homo sapiens (Human)	78
TUBGCP3		A0A087WU06	A0A087WU06_HUMAN	unreviewed	Gamma-tubulin complex component	TUBGCP3 hCG_27357	Homo sapiens (Human)	439
TUBGCP3		A0A087WZV5	A0A087WZV5_HUMAN	unreviewed	Gamma-tubulin complex component (Fragment)	TUBGCP3	Homo sapiens (Human)	129
TUBGCP3		A0A0J9YX56	A0A0J9YX56_HUMAN	unreviewed	Gamma-tubulin complex component (Fragment)	TUBGCP3	Homo sapiens (Human)	129
TUBGCP3		A0A0J9YX63	A0A0J9YX63_HUMAN	unreviewed	Gamma-tubulin complex component (Fragment)	TUBGCP3	Homo sapiens (Human)	212
TUBGCP3		Q96CW5	GCP3_HUMAN	reviewed	Gamma-tubulin complex component 3 (GCP-3) (hGCP3) (Gamma-ring complex protein 104 kDa) (h104p) (hGrip104) (Spindle pole body protein Spc98 homolog) (hSpc98)	TUBGCP3 GCP3	Homo sapiens (Human)	907
TUBGCP5		A0A087WVL9	A0A087WVL9_HUMAN	unreviewed	Gamma-tubulin complex component (Fragment)	TUBGCP5	Homo sapiens (Human)	194
TUBGCP5		A0A087WVZ8	A0A087WVZ8_HUMAN	unreviewed	Gamma-tubulin complex component (Fragment)	TUBGCP5	Homo sapiens (Human)	167
TUBGCP5		A0A087X006	A0A087X006_HUMAN	unreviewed	Gamma-tubulin complex component (Fragment)	TUBGCP5	Homo sapiens (Human)	226
TUBGCP5		A0A087X1Z1	A0A087X1Z1_HUMAN	unreviewed	Gamma-tubulin complex component	TUBGCP5	Homo sapiens (Human)	1026
TUBGCP5		A0A0G2JPW5	A0A0G2JPW5_HUMAN	unreviewed	Gamma-tubulin complex component	TUBGCP5	Homo sapiens (Human)	1024
TUBGCP5		A0A0G2JQI0	A0A0G2JQI0_HUMAN	unreviewed	Gamma-tubulin complex component (Fragment)	TUBGCP5	Homo sapiens (Human)	148
TUBGCP5		A0A0G2JQK2	A0A0G2JQK2_HUMAN	unreviewed	Gamma-tubulin complex component (Fragment)	TUBGCP5	Homo sapiens (Human)	194
TUBGCP5		A0A0G2JQK7	A0A0G2JQK7_HUMAN	unreviewed	Gamma-tubulin complex component 5 (Fragment)	TUBGCP5	Homo sapiens (Human)	23
TUBGCP5		A0A0G2JQW0	A0A0G2JQW0_HUMAN	unreviewed	Gamma-tubulin complex component 5 (Fragment)	TUBGCP5	Homo sapiens (Human)	18
TUBGCP5		A0A0G2JQX1	A0A0G2JQX1_HUMAN	unreviewed	Gamma-tubulin complex component	TUBGCP5	Homo sapiens (Human)	1024
TUBGCP5		A0A0G2JR45	A0A0G2JR45_HUMAN	unreviewed	Gamma-tubulin complex component 5 (Fragment)	TUBGCP5	Homo sapiens (Human)	103
TUBGCP5		A0A0G2JRG1	A0A0G2JRG1_HUMAN	unreviewed	Gamma-tubulin complex component 5	TUBGCP5	Homo sapiens (Human)	145
