yourlist:M2017042783C3DD8CE55183C76102DC5D3A26728BCDC10BW	isomap:M2017042783C3DD8CE55183C76102DC5D3A26728BCDC10BW	Entry	Entry name		Protein names	Gene names	Organism	Length
TPST1		Q75M96	Q75M96_HUMAN	unreviewed	Putative uncharacterized protein TPST1 (Fragment)	TPST1	Homo sapiens (Human)	348
TPST1		Q75ML6	Q75ML6_HUMAN	unreviewed	Putative uncharacterized protein TPST1 (Fragment)	TPST1	Homo sapiens (Human)	22
TSTA3		A0A0J9YX13	A0A0J9YX13_HUMAN	unreviewed	GDP-L-fucose synthase (Fragment)	TSTA3	Homo sapiens (Human)	221
TSTA3		E9PKL9	E9PKL9_HUMAN	unreviewed	GDP-L-fucose synthase (Fragment)	TSTA3	Homo sapiens (Human)	268
TSTA3		E9PLH9	E9PLH9_HUMAN	unreviewed	GDP-L-fucose synthase (Fragment)	TSTA3	Homo sapiens (Human)	118
TSTA3		E9PP14	E9PP14_HUMAN	unreviewed	GDP-L-fucose synthase (Fragment)	TSTA3	Homo sapiens (Human)	198
TSTA3		E9PP60	E9PP60_HUMAN	unreviewed	GDP-L-fucose synthase	TSTA3	Homo sapiens (Human)	115
TSTA3		H0YCP7	H0YCP7_HUMAN	unreviewed	GDP-L-fucose synthase (Fragment)	TSTA3	Homo sapiens (Human)	64
TSTA3		H0YE90	H0YE90_HUMAN	unreviewed	GDP-L-fucose synthase (Fragment)	TSTA3	Homo sapiens (Human)	33
TSTA3		Q13630	FCL_HUMAN	reviewed	GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase) (Protein FX) (Red cell NADP(H)-binding protein) (Short-chain dehydrogenase/reductase family 4E member 1)	TSTA3 SDR4E1	Homo sapiens (Human)	321
TXN		H9ZYJ2	H9ZYJ2_HUMAN	unreviewed	Thioredoxin	TXN	Homo sapiens (Human)	105
TXN		P10599	THIO_HUMAN	reviewed	Thioredoxin (Trx) (ATL-derived factor) (ADF) (Surface-associated sulphydryl protein) (SASP)	TXN TRDX TRX TRX1	Homo sapiens (Human)	105
UGP2		A0A087WYS1	A0A087WYS1_HUMAN	unreviewed	UTP--glucose-1-phosphate uridylyltransferase	UGP2	Homo sapiens (Human)	508
UGP2		C9J3M0	C9J3M0_HUMAN	unreviewed	UTP--glucose-1-phosphate uridylyltransferase (Fragment)	UGP2	Homo sapiens (Human)	38
UGP2		C9J6Q0	C9J6Q0_HUMAN	unreviewed	UTP--glucose-1-phosphate uridylyltransferase (Fragment)	UGP2	Homo sapiens (Human)	49
UGP2		C9JNZ1	C9JNZ1_HUMAN	unreviewed	UTP--glucose-1-phosphate uridylyltransferase (Fragment)	UGP2	Homo sapiens (Human)	212
UGP2		C9JQU9	C9JQU9_HUMAN	unreviewed	UTP--glucose-1-phosphate uridylyltransferase (Fragment)	UGP2	Homo sapiens (Human)	175
UGP2		C9JTZ5	C9JTZ5_HUMAN	unreviewed	UTP--glucose-1-phosphate uridylyltransferase (Fragment)	UGP2	Homo sapiens (Human)	104
UGP2		C9JUW1	C9JUW1_HUMAN	unreviewed	UTP--glucose-1-phosphate uridylyltransferase (Fragment)	UGP2	Homo sapiens (Human)	135
UGP2		C9JVG3	C9JVG3_HUMAN	unreviewed	UTP--glucose-1-phosphate uridylyltransferase (Fragment)	UGP2	Homo sapiens (Human)	170
UGP2		C9JWG0	C9JWG0_HUMAN	unreviewed	UTP--glucose-1-phosphate uridylyltransferase (Fragment)	UGP2	Homo sapiens (Human)	150
UGP2		D6W5E6	D6W5E6_HUMAN	unreviewed	UDP-glucose pyrophosphorylase 2, isoform CRA_b	UGP2 hCG_22382	Homo sapiens (Human)	347
UGP2		E7EUC7	E7EUC7_HUMAN	unreviewed	UTP--glucose-1-phosphate uridylyltransferase	UGP2	Homo sapiens (Human)	517
UGP2		F2Z3H1	F2Z3H1_HUMAN	unreviewed	UTP--glucose-1-phosphate uridylyltransferase	UGP2	Homo sapiens (Human)	76
UGP2		F2Z3P4	F2Z3P4_HUMAN	unreviewed	UTP--glucose-1-phosphate uridylyltransferase	UGP2	Homo sapiens (Human)	48
UGP2		F8WC70	F8WC70_HUMAN	unreviewed	UTP--glucose-1-phosphate uridylyltransferase	UGP2	Homo sapiens (Human)	52
UGP2		F8WDA2	F8WDA2_HUMAN	unreviewed	UTP--glucose-1-phosphate uridylyltransferase	UGP2	Homo sapiens (Human)	37
UGP2		H7C500	H7C500_HUMAN	unreviewed	UTP--glucose-1-phosphate uridylyltransferase (Fragment)	UGP2	Homo sapiens (Human)	29
UGP2		Q16851	UGPA_HUMAN	reviewed	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase)	UGP2 UGP1	Homo sapiens (Human)	508
UGP2		Q53QE9	Q53QE9_HUMAN	unreviewed	Putative uncharacterized protein UGP2 (Fragment)	UGP2	Homo sapiens (Human)	438
VCAN		A0A1B1PFX2	A0A1B1PFX2_HUMAN	unreviewed	Versican core protein (Fragment)	VCAN	Homo sapiens (Human)	124
VCAN		D6RGZ6	D6RGZ6_HUMAN	unreviewed	Versican core protein (Fragment)	VCAN	Homo sapiens (Human)	1240
VCAN		E9PF17	E9PF17_HUMAN	unreviewed	Versican core protein	VCAN	Homo sapiens (Human)	1594
VCAN		P13611	CSPG2_HUMAN	reviewed	Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Chondroitin sulfate proteoglycan 2) (Glial hyaluronate-binding protein) (GHAP) (Large fibroblast proteoglycan) (PG-M)	VCAN CSPG2	Homo sapiens (Human)	3396
VCAN		Q86W61	Q86W61_HUMAN	unreviewed	VCAN protein (Versican core protein)	VCAN	Homo sapiens (Human)	354
VEGFA		A0A087WTP4	A0A087WTP4_HUMAN	unreviewed	Vascular endothelial growth factor A	VEGFA	Homo sapiens (Human)	327
VEGFA		A0A087X1L1	A0A087X1L1_HUMAN	unreviewed	Vascular endothelial growth factor A	VEGFA	Homo sapiens (Human)	317
VEGFA		A0A0A0MSH5	A0A0A0MSH5_HUMAN	unreviewed	Vascular endothelial growth factor A	VEGFA	Homo sapiens (Human)	395
VEGFA		A0A0A0MSH7	A0A0A0MSH7_HUMAN	unreviewed	Vascular endothelial growth factor A	VEGFA	Homo sapiens (Human)	354
VEGFA		A0A0A0MSI7	A0A0A0MSI7_HUMAN	unreviewed	Vascular endothelial growth factor A	VEGFA	Homo sapiens (Human)	389
VEGFA		A0A0A0MTB2	A0A0A0MTB2_HUMAN	unreviewed	Vascular endothelial growth factor A	VEGFA	Homo sapiens (Human)	371
VEGFA		A2A2V4	A2A2V4_HUMAN	unreviewed	Vascular endothelial growth factor A	VEGFA	Homo sapiens (Human)	163
VEGFA		H0YBI8	H0YBI8_HUMAN	unreviewed	Vascular endothelial growth factor A (Fragment)	VEGFA	Homo sapiens (Human)	111
VEGFA		H0YBZ0	H0YBZ0_HUMAN	unreviewed	Vascular endothelial growth factor A (Fragment)	VEGFA	Homo sapiens (Human)	323
VEGFA		H3BLW8	H3BLW8_HUMAN	unreviewed	Vascular endothelial growth factor A	VEGFA	Homo sapiens (Human)	371
VEGFA		J3KPA4	J3KPA4_HUMAN	unreviewed	Vascular endothelial growth factor A	VEGFA	Homo sapiens (Human)	412
VEGFA		P15692	VEGFA_HUMAN	reviewed	Vascular endothelial growth factor A (VEGF-A) (Vascular permeability factor) (VPF)	VEGFA VEGF	Homo sapiens (Human)	232
VEGFA		Q96FD9	Q96FD9_HUMAN	unreviewed	VEGFA protein (Fragment)	VEGFA	Homo sapiens (Human)	237
VLDLR		P98155	VLDLR_HUMAN	reviewed	Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R)	VLDLR	Homo sapiens (Human)	873
VLDLR		Q5VVF5	Q5VVF5_HUMAN	unreviewed	Very low density lipoprotein receptor (Very low density lipoprotein receptor, isoform CRA_a)	VLDLR hCG_27927	Homo sapiens (Human)	845
VLDLR		Q5VVF8	Q5VVF8_HUMAN	unreviewed	Very low-density lipoprotein receptor (Fragment)	VLDLR	Homo sapiens (Human)	173
XYLT2		A0A0C4DFW8	A0A0C4DFW8_HUMAN	unreviewed	Xylosyltransferase 2 (Xylosyltransferase II, isoform CRA_b)	XYLT2 hCG_29612	Homo sapiens (Human)	639
XYLT2		B4DT06	B4DT06_HUMAN	unreviewed	Xylosyltransferase 2 (cDNA FLJ58089, highly similar to Xylosyltransferase 2 (EC 2.4.2.26))	XYLT2	Homo sapiens (Human)	676
XYLT2		D6RCT0	D6RCT0_HUMAN	unreviewed	Xylosyltransferase 2 (Fragment)	XYLT2	Homo sapiens (Human)	45
XYLT2		H0YB00	H0YB00_HUMAN	unreviewed	Xylosyltransferase 2 (Fragment)	XYLT2	Homo sapiens (Human)	117
XYLT2		I3L3K2	I3L3K2_HUMAN	unreviewed	Xylosyltransferase 2 (Fragment)	XYLT2	Homo sapiens (Human)	46
XYLT2		Q9H1B5	XYLT2_HUMAN	reviewed	Xylosyltransferase 2 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase II) (XT-II) (XylT-II)	XYLT2 XT2 UNQ3058/PRO9878	Homo sapiens (Human)	865
ZNF292		E5RFE6	E5RFE6_HUMAN	unreviewed	Zinc finger protein 292 (Fragment)	ZNF292	Homo sapiens (Human)	87
ZNF292		E5RJG2	E5RJG2_HUMAN	unreviewed	Zinc finger protein 292	ZNF292	Homo sapiens (Human)	66
ZNF292		H0YAU0	H0YAU0_HUMAN	unreviewed	Zinc finger protein 292 (Fragment)	ZNF292	Homo sapiens (Human)	132
ZNF292		H0YB79	H0YB79_HUMAN	unreviewed	Zinc finger protein 292 (Fragment)	ZNF292	Homo sapiens (Human)	256
ZNF292		J3KNV1	J3KNV1_HUMAN	unreviewed	Zinc finger protein 292	ZNF292	Homo sapiens (Human)	2718
ZNF292		O60281	ZN292_HUMAN	reviewed	Zinc finger protein 292	ZNF292 KIAA0530	Homo sapiens (Human)	2723
ZNF292		Q6P495	Q6P495_HUMAN	unreviewed	ZNF292 protein (Fragment)	ZNF292	Homo sapiens (Human)	632
